course,lesson,resource_title,original_url,local_path,kind
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://ffmpeg.org,http://ffmpeg.org,,external
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://github.com/cli/cli,http://github.com/cli/cli,,github.com
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,https://vercel.com/docs/workflow-collaboration/conformance/rules,https://vercel.com/docs/workflow-collaboration/conformance/rules,,external
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://github.com/vercel/vercel,http://github.com/vercel/vercel,,github.com
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://github.com/supabase/cli,http://github.com/supabase/cli,,github.com
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://github.com/microsoft/playwright,http://github.com/microsoft/playwright,,github.com
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://github.com/AlexsJones/llmfit,http://github.com/AlexsJones/llmfit,,github.com
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,http://github.com/googleworkspace/cli,http://github.com/googleworkspace/cli,,github.com
LinkedIn,10 CLI Tools That Make Claude Code Unstoppable,https://youtube.com/watch?v=uULvhQrKB_c,https://youtube.com/watch?v=uULvhQrKB_c,,youtube.com
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,https://code.claude.com/docs/en/setup,https://code.claude.com/docs/en/setup,,external
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,https://code.visualstudio.com/,https://code.visualstudio.com/,,external
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,https://dribbble.com,https://dribbble.com,,external
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,https://github.com/anthropics/skills,https://github.com/anthropics/skills,,github.com
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,https://github.com,https://github.com,,github.com
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,http://vercel.com,http://vercel.com,,external
LinkedIn,Learn 90% of Claude Code in 31 Minutes - LinkedIn · Chase AI Community,https://youtube.com/watch?v=TwkdDcO4vWQ,https://youtube.com/watch?v=TwkdDcO4vWQ,,youtube.com
LinkedIn,How to Set Up Claude Code's /dream Feature (Fix Your Memory Problems Today),agent-prompt-dream-memory-consolidation.md,https://github.com/Piebald-AI/claude-code-system-prompts/blob/main/system-prompts/agent-prompt-dream-memory-consolidation.md,raw\linkedin__how-to-set-up-claude-codes-dream-feature-fix-your\agent-prompt-dream-memory-consolidation.md,direct.md
LinkedIn,How to Set Up Claude Code's /dream Feature (Fix Your Memory Problems Today),https://youtube.com/watch?v=E-1Lmyv6Cjo,https://youtube.com/watch?v=E-1Lmyv6Cjo,,youtube.com
